"Speaker Name","Title","Date of Speech Delivered","URL to Speech"
"Theresa May","Baroness Sugg speech at Fair Fashion in Africa event","2 May 2019","https://www.gov.uk/government/speeches/baroness-sugg-speech-at-fair-fashion-in-africa-event"
"Theresa May","Improving UK Competitiveness, Strengthening the Rule of Law","7 December 2017","https://www.gov.uk/government/speeches/improving-uk-competitiveness-strengthening-the-rule-of-law"
"Theresa May","Queen’s birthday celebration 2019 in Mombasa, Kenya: Nic Hailey's speech","25 April 2019","https://www.gov.uk/government/speeches/queens-birthday-party-celebration-in-mombasa-kenya"
"Theresa May","Sajid Javid's speech to the County Councils Network conference 2017","20 November 2017","https://www.gov.uk/government/speeches/sajid-javids-speech-to-the-county-councils-network-conference-2017"
"Theresa May","Building a full fibre Britain","2 November 2017","https://www.gov.uk/government/speeches/building-a-full-fibre-britain"
"Theresa May","Jo Johnson: delivering value for money for students and taxpayers","20 July 2017","https://www.gov.uk/government/speeches/jo-johnson-delivering-value-for-money-for-students-and-taxpayers"
"Theresa May","Speech by Ambassador to Mongolia at the Queen's Birthday Party 2017","15 June 2017","https://www.gov.uk/government/speeches/ambassador-to-mongolia-catherine-arnold-at-the-queens-birthday-party-2017"
"Theresa May","Calling on the Syrian Authorities to Engage with the UN and the Broader Political Process","17 October 2018","https://www.gov.uk/government/speeches/calling-on-the-syrian-authorities-to-engage-with-the-un-and-the-broader-political-process"
"Theresa May","Amanda Spielman's speech at the Association of Colleges Ofsted conference: 'A new direction'","17 March 2017","https://www.gov.uk/government/speeches/amanda-spielmans-speech-at-the-association-of-colleges-ofsted-conference-a-new-direction"
"Theresa May","Social care commentary: an environment where social work can flourish","3 November 2016","https://www.gov.uk/government/speeches/ofsted-national-director-of-social-care-monthly-commentary-november-2016"
"Theresa May","Rail update: bi-mode train technology","20 July 2017","https://www.gov.uk/government/speeches/rail-update-bi-mode-train-technology"
"Theresa May","Keeping Britain at the forefront of healthtech","10 July 2019","https://www.gov.uk/government/speeches/keeping-britain-at-the-forefront-of-healthtech"
"Theresa May","Security Council briefing on the UN Fact-Finding Mission in Burma","24 October 2018","https://www.gov.uk/government/speeches/security-council-briefing-on-the-un-fact-finding-mission-in-burma"
"Theresa May","Together let's renew the call for action to defeat dementia","5 December 2018","https://www.gov.uk/government/speeches/together-lets-renew-the-call-for-action-to-defeat-dementia"
"Theresa May","Home Secretary speech on keeping our country safe","20 May 2019","https://www.gov.uk/government/speeches/home-secretary-speech-on-keeping-our-country-safe"
"Theresa May","Grenfell rehousing","5 July 2017","https://www.gov.uk/government/speeches/grenfell-rehousing"
"Theresa May","Speech by Minister for Asia and the Pacific: disinformation - democracy and social stability at risk?","14 December 2018","https://www.gov.uk/government/speeches/speech-by-the-rt-hon-mark-field-mp-minister-of-state-foreign-and-commonwealth-office--2"
"Theresa May","Minister for Equalities Baroness Williams speech at Galop's national LGBT+ domestic abuse conference","9 May 2019","https://www.gov.uk/government/speeches/minister-for-equalities-baroness-williams-speech-at-galops-national-lgbt-domestic-abuse-conference"
"Theresa May","Speech by Ambassador to Mongolia at the Queen's Birthday Party 2017","15 June 2017","https://www.gov.uk/government/speeches/ambassador-to-mongolia-catherine-arnold-at-the-queens-birthday-party-2017"
"Theresa May","Syria update: Penny Mordaunt statement to Parliament","30 April 2018","https://www.gov.uk/government/speeches/syria-update-penny-mordaunt-statement-to-parliament"
"Theresa May","Amanda Spielman's speech at the Association for Science Education Annual Conference 2018","5 January 2018","https://www.gov.uk/government/speeches/amanda-spielmans-speech-at-the-association-for-science-education-annual-conference-2018"
"Theresa May","Keeping Britain at the forefront of healthtech","10 July 2019","https://www.gov.uk/government/speeches/keeping-britain-at-the-forefront-of-healthtech"
"Theresa May","Transforming the Digital Marketplace: Chris Skidmore speech","9 November 2016","https://www.gov.uk/government/speeches/transforming-the-digital-marketplace-chris-skidmore-speech"
"Theresa May","Michael Ellis speech at the Art Business Conference","4 September 2018","https://www.gov.uk/government/speeches/michael-ellis-speech-at-the-art-business-conference"
"Theresa May","Chancellor of the Duchy of Lancaster speech to CBI Scotland","11 May 2018","https://www.gov.uk/government/speeches/chancellor-of-the-duchy-of-lancaster-speech-to-cbi-scotland"
"Theresa May","Nadhim Zahawi's speech at the Children's Future Food Inquiry","25 April 2019","https://www.gov.uk/government/speeches/nadhim-zahawis-speech-at-the-childrens-future-food-inquiry"
"Theresa May","Women in the legal industry","9 November 2016","https://www.gov.uk/government/speeches/women-in-the-legal-industry"
"Theresa May","Investment innovation and future consolidation for occupational DC pension schemes","5 February 2019","https://www.gov.uk/government/speeches/investment-innovation-and-future-consolidation-for-occupational-dc-pension-schemes"
"Theresa May","Syria update: Penny Mordaunt statement to Parliament","30 April 2018","https://www.gov.uk/government/speeches/syria-update-penny-mordaunt-statement-to-parliament"
"Theresa May","Amanda Spielman's speech at the Association for Science Education Annual Conference 2018","5 January 2018","https://www.gov.uk/government/speeches/amanda-spielmans-speech-at-the-association-for-science-education-annual-conference-2018"
"Theresa May","Chancellor's speech at Make UK (EEF)","19 February 2019","https://www.gov.uk/government/speeches/chancellors-speech-at-make-uk-eef"
"Theresa May","Brexit and beyond: Britain’s place in the world in the 2020s","30 April 2018","https://www.gov.uk/government/speeches/brexit-and-beyond-britains-place-in-the-world-in-the-2020s"
"Theresa May","Jeremy Wright's Value of Culture Speech","18 January 2019","https://www.gov.uk/government/speeches/jeremy-wrights-value-of-culture-speech"
"Theresa May","Boosting diversity in the maritime industry","24 January 2019","https://www.gov.uk/government/speeches/boosting-diversity-in-the-maritime-industry"
"Theresa May","From welfare state to welfare system","16 November 2016","https://www.gov.uk/government/speeches/from-welfare-state-to-welfare-system"
"Theresa May","Reflections on the Security Council visit to Colombia","19 July 2019","https://www.gov.uk/government/speeches/reflections-on-the-security-council-visit-to-colombia"
"Theresa May","Sajid Javid's speech to the National Housing Federation conference 2017","19 September 2017","https://www.gov.uk/government/speeches/sajid-javids-speech-to-the-national-housing-federation-conference-2017"
"Theresa May","Science Minister hails the importance of humanities to society","6 June 2019","https://www.gov.uk/government/speeches/science-minister-hails-the-importance-of-humanities-to-society"
"Theresa May","Reasonable expectations","15 December 2016","https://www.gov.uk/government/speeches/reasonable-expectations"
"Theresa May","Amanda Spielman at the Bryanston Education Summit","6 June 2018","https://www.gov.uk/government/speeches/amanda-spielman-at-the-bryanston-education-summit"
"Theresa May","Universities Minister speaks at UUK annual conference","5 September 2018","https://www.gov.uk/government/speeches/universities-minister-speaks-at-uuk-annual-conference"
"Theresa May","Education Secretary's speech at NSPCC conference","26 June 2019","https://www.gov.uk/government/speeches/education-secretarys-speech-at-nspcc-conference"
"Theresa May","First Sea Lord speech for HMS Prince of Wales naming","8 September 2017","https://www.gov.uk/government/speeches/first-sea-lord-speech-for-hms-prince-of-wales-naming"
"Theresa May","We put the travelling public first","13 October 2016","https://www.gov.uk/government/speeches/we-put-the-travelling-public-first"
"Theresa May","Reflections on the Security Council visit to Colombia","19 July 2019","https://www.gov.uk/government/speeches/reflections-on-the-security-council-visit-to-colombia"
"Theresa May","Sajid Javid's speech to the National Housing Federation conference 2017","19 September 2017","https://www.gov.uk/government/speeches/sajid-javids-speech-to-the-national-housing-federation-conference-2017"
"Theresa May","Keeping our children safe","3 September 2018","https://www.gov.uk/government/speeches/keeping-our-children-safe"
"Theresa May","Marking Human Rights Day","8 December 2016","https://www.gov.uk/government/speeches/marking-human-rights-day"
"Theresa May","Defence in Global Britain","11 February 2019","https://www.gov.uk/government/speeches/defence-in-global-britain"
"Theresa May","Ocean of Truth","5 September 2017","https://www.gov.uk/government/speeches/ocean-of-truth"
"Theresa May","Closing statement on Second Reading of EU (Notification of Withdrawal) Bill","1 February 2017","https://www.gov.uk/government/speeches/closing-statement-on-second-reading-of-eu-notification-of-withdrawal-bill"
"Theresa May","DFID Ghana Country Director's speech at the Northern Ghana Development Summit","30 May 2019","https://www.gov.uk/government/speeches/dfid-ghana-country-directors-speech-at-the-northern-ghana-development-summit"
"Theresa May","Attorney General speech at the Modern Slavery Summit","22 February 2018","https://www.gov.uk/government/speeches/attorney-general-speech-at-the-modern-slavery-summit"
"Theresa May","Matt Hancock speaking at the London Blockchain Conference","19 April 2018","https://www.gov.uk/government/speeches/matt-hancock-speaking-at-the-london-blockchain-conference"
"Theresa May","The most innovative healthtech is happening in the North","25 April 2019","https://www.gov.uk/government/speeches/the-most-innovative-healthtech-is-happening-in-the-north"
"Theresa May","Environment Secretary Michael Gove at RHS Chelsea Flower Show","21 May 2018","https://www.gov.uk/government/speeches/environment-secretary-michael-gove-at-rhs-chelsea-flower-show"
"Theresa May","The UK’s trading partnership with Hungary","22 February 2018","https://www.gov.uk/government/speeches/the-uks-trading-partnership-with-hungary"
"Theresa May","International Textbook Summit","14 June 2018","https://www.gov.uk/government/speeches/international-textbook-summit"
"Theresa May","Beyond prison, redefining punishment: David Gauke speech","18 February 2019","https://www.gov.uk/government/speeches/beyond-prison-redefining-punishment-david-gauke-speech"
"Theresa May","Aurora Spring Forum 2018","20 March 2018","https://www.gov.uk/government/speeches/aurora-spring-forum-2018"
"Theresa May","Community-led housing","27 November 2017","https://www.gov.uk/government/speeches/community-led-housing"
"Theresa May","Global Britain and the economy","14 January 2019","https://www.gov.uk/government/speeches/global-britain-and-the-economy"
"Theresa May","Statement on Calais","24 October 2016","https://www.gov.uk/government/speeches/statement-on-calais"
"Theresa May","Attorney General speech at the Modern Slavery Summit","22 February 2018","https://www.gov.uk/government/speeches/attorney-general-speech-at-the-modern-slavery-summit"
"Theresa May","Minister for the Constitution announces National Democracy Week 2018","15 September 2017","https://www.gov.uk/government/speeches/minister-for-the-constitution-announced-national-democracy-week-2018"
"Theresa May","Commercial Secretary's speech at MIPIM","15 March 2017","https://www.gov.uk/government/speeches/commercial-secretarys-speech-at-mipim"
"Theresa May","Bloomberg Global Regulatory: Chancellor speech","11 December 2018","https://www.gov.uk/government/speeches/bloomberg-global-regulatory-chancellor-speech"
"Theresa May","David Jones's speech to Swansea University","25 November 2016","https://www.gov.uk/government/speeches/david-joness-speech-to-swansea-university"
"Theresa May","Commentary on curriculum research - phase 3","11 December 2018","https://www.gov.uk/government/speeches/commentary-on-curriculum-research-phase-3"
"Theresa May","Provisional local government finance settlement 2019 to 2020: statement","13 December 2018","https://www.gov.uk/government/speeches/provisional-local-government-finance-settlement-2019-to-2020-statement"
"Theresa May","Changes and challenges facing UK bus industry","9 February 2017","https://www.gov.uk/government/speeches/changes-and-challenges-facing-uk-bus-industry"
"Theresa May","Karen Bradley's UK Digital Strategy Speech","1 March 2017","https://www.gov.uk/government/speeches/karen-bradleys-uk-digital-strategy-speech"
"Theresa May","David Gauke says the government is determined to invest in building a prosperous future for this country","19 October 2016","https://www.gov.uk/government/speeches/david-gauke-says-the-government-is-determined-to-invest-in-building-a-prosperous-future-for-this-country"
"Theresa May","The UK and Latin America - Latin American Investment Forum speech","10 November 2016","https://www.gov.uk/government/speeches/the-uk-and-latin-america-latin-american-investment-forum-speech"
"Theresa May","Secretary of State Steve Barclay's speech at the Future of Europe Conference at Sibiu, Romania","9 May 2019","https://www.gov.uk/government/speeches/secretary-of-state-steve-barclays-speech-at-the-future-of-europe-conference-at-sibiu-romania"
"Theresa May","Commercial Secretary's speech at MIPIM","15 March 2017","https://www.gov.uk/government/speeches/commercial-secretarys-speech-at-mipim"
"Theresa May","David Jones's speech to Swansea University","25 November 2016","https://www.gov.uk/government/speeches/david-joness-speech-to-swansea-university"
"Theresa May","Additional airport capacity and airspace policy reform","2 February 2017","https://www.gov.uk/government/speeches/additional-airport-capacity-and-airspace-policy-reform"
"Theresa May","A government that works for everyone","10 May 2017","https://www.gov.uk/government/speeches/a-government-that-works-for-everyone"
"Theresa May","Changes and challenges facing UK bus industry","9 February 2017","https://www.gov.uk/government/speeches/changes-and-challenges-facing-uk-bus-industry"
"Theresa May","Women in science and engineering","10 November 2016","https://www.gov.uk/government/speeches/women-in-science-and-engineering"
"Theresa May","Minister of State outlines how new jobs are creating growth","11 October 2016","https://www.gov.uk/government/speeches/minister-of-state-outlines-how-new-jobs-are-creating-growth"
"Theresa May","Nick Gibb: building a renaissance in mathematics teaching","12 July 2016","https://www.gov.uk/government/speeches/nick-gibb-building-a-renaissance-in-mathematics-teaching"
"Theresa May","Building a more liveable and sustainable world of transport","5 February 2019","https://www.gov.uk/government/speeches/building-a-more-liveable-and-sustainable-world-of-transport"
"Theresa May","Insolvency Live! opening address","28 July 2016","https://www.gov.uk/government/speeches/insolvency-live-opening-address"
"Theresa May","Amanda Spielman's speech at the Birmingham Education Partnership conference","22 September 2017","https://www.gov.uk/government/speeches/amanda-spielmans-speech-at-the-birmingham-school-partnership-conference"
"Theresa May","Baroness Neville-Rolfe speech at the 2016 UK-China IP Symposium","26 August 2016","https://www.gov.uk/government/speeches/baroness-neville-rolfe-speech-at-the-2016-uk-china-ip-symposium"
"Theresa May","International Trade Secretary at Security and Policing Exhibition","5 March 2019","https://www.gov.uk/government/speeches/international-trade-secretary-at-security-and-policing-exhibition"
"Theresa May","Climate Change - speech at Australasian Emissions Reduction Summit 2018","1 May 2018","https://www.gov.uk/government/speeches/climate-change-speech-at-australasian-emissions-reduction-summit-2018"
"Theresa May","Secretary of State speech at Exporting Week 2018 - Bristol","16 November 2018","https://www.gov.uk/government/speeches/secretary-of-state-speech-at-exporting-week-2018-bristol"
"Theresa May","Lord Ahmad addresses Amnesty International","10 December 2017","https://www.gov.uk/government/speeches/lord-ahmad-addresses-amnesty-international"
"Theresa May","Michael Ellis' Speech at Heritage Day 2018","6 December 2018","https://www.gov.uk/government/speeches/michael-ellis-speech-at-heritage-day-2018"
"Theresa May","DFID Ghana Country Director's speech at Education is GREAT event","20 November 2018","https://www.gov.uk/government/speeches/dfid-ghana-country-directors-speech-at-education-is-great-event"
"Theresa May","Anne Milton: speech at Bett show 2018","24 January 2018","https://www.gov.uk/government/speeches/anne-milton-speech-at-bett-show-2018"
"Theresa May","International Development Secretary's speech at the Bond conference","26 February 2018","https://www.gov.uk/government/speeches/international-development-secretarys-speech-at-the-bond-conference"
"Theresa May","Ambitious transport programme is fundamental to the Northern Powerhouse","15 November 2018","https://www.gov.uk/government/speeches/ambitious-transport-programme-is-fundamental-to-the-northern-powerhouse"
"Theresa May","Building a more liveable and sustainable world of transport","5 February 2019","https://www.gov.uk/government/speeches/building-a-more-liveable-and-sustainable-world-of-transport"
"Theresa May","Oxford Farming Conference 2019 address by the Environment Secretary","3 January 2019","https://www.gov.uk/government/speeches/oxford-farming-conference-2019-address-by-the-environment-secretary"
"Theresa May","Animal research: then and now","5 December 2016","https://www.gov.uk/government/speeches/animal-research-then-and-now"
"Theresa May","SoS, Dominic Raab statement on the future relationship between the United Kingdom and the European Union: 12 July 2018","12 July 2018","https://www.gov.uk/government/speeches/sos-dominic-raab-statement-on-the-future-relationship-between-the-united-kingdom-and-the-european-union-12-july-2018"
"Theresa May","Final local government finance settlement 2018 to 2019: written statement","6 February 2018","https://www.gov.uk/government/speeches/final-local-government-finance-settlement-2018-to-2019-written-statement"
"Theresa May","Secretary of State for Transport addresses the Aviation Club Lunch","12 July 2017","https://www.gov.uk/government/speeches/secretary-of-state-for-transport-addresses-the-aviation-club-lunch"
"Theresa May","Commercial Secretary's speech on digital transformation in infrastructure and engineering","22 March 2017","https://www.gov.uk/government/speeches/commercial-secretarys-speech-on-digital-transformation-in-infrastructure-and-engineering"
"Theresa May","Maintaining peace in the Middle East and North Africa","25 June 2018","https://www.gov.uk/government/speeches/maintaining-peace-in-the-middle-east-and-north-africa"
"Theresa May","Secretary of State speech at Exporting Week 2018 - Bristol","16 November 2018","https://www.gov.uk/government/speeches/secretary-of-state-speech-at-exporting-week-2018-bristol"
"Theresa May","Digital Infrastructure Investment Fund launch: Exchequer Secretary speech","3 July 2017","https://www.gov.uk/government/speeches/digital-infrastructure-investment-fund-launch-exchequer-secretary-speech"
"Theresa May","UK trade with Vietnam - looking to the next 45 years","9 October 2018","https://www.gov.uk/government/speeches/uk-trade-with-vietnam-looking-to-the-next-45-years"
"Theresa May","Amanda Spielman at the Youth Sport Trust 2019 Conference","28 February 2019","https://www.gov.uk/government/speeches/amanda-spielman-at-the-youth-sport-trust-2019-conference"
"Theresa May","Home Secretary's speech to the FCA's Financial Crime Conference","10 November 2016","https://www.gov.uk/government/speeches/home-secretarys-speech-to-the-fcas-financial-crime-conference"
"Theresa May","Nick Gibb: the importance of high-quality arts education","9 February 2017","https://www.gov.uk/government/speeches/nick-gibb-the-importance-of-high-quality-arts-education"
"Theresa May","Michael Ellis' Speech at Heritage Day 2018","6 December 2018","https://www.gov.uk/government/speeches/michael-ellis-speech-at-heritage-day-2018"
"Theresa May","DFID Ghana Country Director's speech at Education is GREAT event","20 November 2018","https://www.gov.uk/government/speeches/dfid-ghana-country-directors-speech-at-education-is-great-event"
"Theresa May","Proposed Heathrow expansion","5 June 2018","https://www.gov.uk/government/speeches/proposed-heathrow-expansion"
"Theresa May","Ambitious transport programme is fundamental to the Northern Powerhouse","15 November 2018","https://www.gov.uk/government/speeches/ambitious-transport-programme-is-fundamental-to-the-northern-powerhouse"
"Theresa May","East Coast rail update","16 May 2018","https://www.gov.uk/government/speeches/east-coast-rail-update"
"Theresa May","Education Secretary sets out five foundations to build character","7 January 2019","https://www.gov.uk/government/speeches/education-secretary-sets-out-five-foundations-to-build-character"
"Theresa May","Minister for Asia makes a statement to the House on the Rakhine crisis in Myanmar","16 April 2018","https://www.gov.uk/government/speeches/minister-for-asia-makes-a-statement-to-the-house-on-the-rakhine-crisis-in-myanmar"
"Theresa May","HRH The Prince of Wales celebrates Ghanaian influence in British art and technology","5 November 2018","https://www.gov.uk/government/speeches/hrh-the-prince-of-wales-keynote-speech-at-the-commonwealth-towards-a-common-future"
"Theresa May","Final local government finance settlement 2018 to 2019: written statement","6 February 2018","https://www.gov.uk/government/speeches/final-local-government-finance-settlement-2018-to-2019-written-statement"
"Theresa May","John Glen's speech at the Building Societies Association Annual Conference","23 May 2019","https://www.gov.uk/government/speeches/john-glens-speech-at-the-building-societies-association-annual-conference"
"Theresa May","Lord Mayor’s Business and Investment Dinner 2018","1 March 2018","https://www.gov.uk/government/speeches/lord-mayors-business-and-investment-dinner-2018"
"Theresa May","Chancellor of the Duchy of Lancaster speech to Muslim News Awards for Excellence","23 April 2018","https://www.gov.uk/government/speeches/a-strong-country-needs-strong-and-vibrant-communities"
"Theresa May","Matt Hancock on 'The Future of the Media' at the Oxford Media Convention","12 March 2018","https://www.gov.uk/government/speeches/matt-hancock-on-the-future-of-the-media-at-the-oxford-media-convention"
"Theresa May","UK Statement to the 61st General Conference of the IAEA","18 September 2017","https://www.gov.uk/government/speeches/uk-statement-to-the-61st-general-conference-of-the-iaea"
"Theresa May","Jeremy Wright speaking at the NSPCC Conference 2019","26 June 2019","https://www.gov.uk/government/speeches/jeremy-wright-speaking-at-the-nspcc-conference-2019"
"Theresa May","Proposed Heathrow expansion","5 June 2018","https://www.gov.uk/government/speeches/proposed-heathrow-expansion"
"Theresa May","Chief Secretary to the Treasury Liz Truss speech to the London School of Economics","26 June 2018","https://www.gov.uk/government/speeches/chief-secretary-to-the-treasury-liz-truss-speech-to-the-london-school-of-economics"
"Theresa May","Jo Johnson: speech to UUK annual conference","7 September 2017","https://www.gov.uk/government/speeches/jo-johnson-speech-to-uuk-annual-conference"
"Theresa May","Education Secretary sets out five foundations to build character","7 January 2019","https://www.gov.uk/government/speeches/education-secretary-sets-out-five-foundations-to-build-character"
"Theresa May","Minister Smith NICCY speech","10 November 2017","https://www.gov.uk/government/speeches/minister-smith-niccy-speech"
"Theresa May","'To govern is to serve': Chris Skidmore on countering fraud in government","21 February 2017","https://www.gov.uk/government/speeches/to-govern-is-to-serve-chris-skidmore-on-countering-fraud-in-government"
"Theresa May","Association of British Insurers long term savings conference","4 July 2017","https://www.gov.uk/government/speeches/association-of-british-insurers-long-term-savings-conference"
"Theresa May","Association of Electoral Administrators: Chris Skidmore speech","3 July 2017","https://www.gov.uk/government/speeches/association-of-electoral-administrators-chris-skidmore-speech"
"Theresa May","Discover a land alive with opportunity","28 March 2017","https://www.gov.uk/government/speeches/discover-a-land-alive-with-opportunity"
"Theresa May","UK Statement to the 61st General Conference of the IAEA","18 September 2017","https://www.gov.uk/government/speeches/uk-statement-to-the-61st-general-conference-of-the-iaea"
"Theresa May","Nick Gibb: empowering teachers to deliver greater equity","30 March 2017","https://www.gov.uk/government/speeches/nick-gibb-empowering-teachers-to-deliver-greater-equity"
"Theresa May","Chief Secretary to the Treasury Liz Truss speech to the London School of Economics","26 June 2018","https://www.gov.uk/government/speeches/chief-secretary-to-the-treasury-liz-truss-speech-to-the-london-school-of-economics"
"Theresa May","Nick Gibb: the evidence in favour of teacher-led instruction","24 January 2017","https://www.gov.uk/government/speeches/nick-gibb-the-evidence-in-favour-of-teacher-led-instruction"
"Theresa May","Commercial Secretary on the Northern Powerhouse","30 March 2017","https://www.gov.uk/government/speeches/commercial-secretary-on-the-northern-powerhouse"
"Theresa May","Climate Change Protests","23 April 2019","https://www.gov.uk/government/speeches/climate-change-protests"
"Theresa May","""Good governments are always looking to reform"" says Chief Secretary to the Treasury David Gauke","21 July 2016","https://www.gov.uk/government/speeches/good-governments-are-always-looking-to-reform-says-chief-secretary-to-the-treasury-david-gauke"
"Theresa May","Baroness Neville-Rolfe's speech at the Office for Nuclear Regulation (ONR) Industry Conference","1 November 2016","https://www.gov.uk/government/speeches/baroness-neville-rolfes-speech-at-the-office-for-nuclear-regulation-onr-industry-conference"
"Theresa May","Global Britain's Bright Energy Future","27 February 2019","https://www.gov.uk/government/speeches/global-britains-bright-energy-future"
"Theresa May","Greg Hands speech at EIC Connect Oil & Gas 2016","22 November 2016","https://www.gov.uk/government/speeches/greg-hands-speech-at-eic-connect-oil-gas-2016"
"Theresa May","Discover a land alive with opportunity","28 March 2017","https://www.gov.uk/government/speeches/discover-a-land-alive-with-opportunity"
"Theresa May","Nick Gibb: empowering teachers to deliver greater equity","30 March 2017","https://www.gov.uk/government/speeches/nick-gibb-empowering-teachers-to-deliver-greater-equity"
"Theresa May","Sally Collier to FAB Conference 2016","20 October 2016","https://www.gov.uk/government/speeches/sally-collier-to-fab-conference-2016"
"Theresa May","Making work pay in a modern economy","18 October 2016","https://www.gov.uk/government/speeches/making-work-pay-in-a-modern-economy"
"Theresa May","We must drive tech innovation and improvement across the NHS","4 April 2019","https://www.gov.uk/government/speeches/we-must-drive-tech-innovation-and-improvement-across-the-nhs"
"Theresa May","Launch of domestic violence research report in Ghana","15 August 2016","https://www.gov.uk/government/speeches/launch-of-domestic-survey"
"Theresa May","Minister for Implementation's speech at the CBI: 20 February 2019","20 February 2019","https://www.gov.uk/government/speeches/minister-for-implementations-speech-at-the-cbi-20-february-2019"
"Theresa May","Children and Families Minister announces new early years funding","28 February 2019","https://www.gov.uk/government/speeches/children-and-families-minister-announces-new-early-years-funding"
"Theresa May","We need to do better on social care","20 March 2018","https://www.gov.uk/government/speeches/we-need-to-do-better-on-social-care"
"Theresa May","A Brighter Future for Farming","20 February 2018","https://www.gov.uk/government/speeches/a-brighter-future-for-farming"
"Theresa May","Roscoe Lecture Series - Andrea Leadsom","29 November 2018","https://www.gov.uk/government/speeches/roscoe-lecture-series-andrea-leadsom"
"Theresa May","Secretary of State Speech to the British-Irish Association Annual Conference","7 September 2018","https://www.gov.uk/government/speeches/secretary-of-state-speech-to-the-british-irish-association-annual-conference"
"Theresa May","Chancellor of the Duchy of Lancaster speech at the National Cyber Security Centre: 16 October 2018","16 October 2018","https://www.gov.uk/government/speeches/chancellor-of-the-duchy-of-lancaster-speech-at-the-national-cyber-security-centre-16-october-2018"
"Theresa May","Secretary of State Speech in Washington DC","27 September 2018","https://www.gov.uk/government/speeches/secretary-of-state-speech-in-washington-dc"
"Theresa May","Housing Market Intelligence conference 2018","11 October 2018","https://www.gov.uk/government/speeches/housing-market-intelligence-conference-2018"
"Theresa May","Harriett Baldwin speech at Private Equity Africa Investor Summit","12 June 2018","https://www.gov.uk/government/speeches/harriett-baldwin-speech-at-private-equity-africa-investor-summit"
"Theresa May","An innovative, modern, passenger focused railway network","6 December 2016","https://www.gov.uk/government/speeches/an-innovative-modern-passenger-focused-railway-network"
"Theresa May","Children and Families Minister's NAHT early years speech","5 October 2018","https://www.gov.uk/government/speeches/children-and-families-ministers-naht-early-years-speech"
"Theresa May","NHS Providers annual conference keynote speech","30 November 2016","https://www.gov.uk/government/speeches/nhs-providers-annual-conference-keynote-speech"
"Theresa May","Future security in Europe","25 September 2018","https://www.gov.uk/government/speeches/future-security-in-europe"
"Theresa May","Liam Fox's free trade speech","29 September 2016","https://www.gov.uk/government/speeches/liam-foxs-free-trade-speech"
"Theresa May","Proud to be dyslexic","15 October 2017","https://www.gov.uk/government/speeches/proud-to-be-dyslexic"
"Theresa May","Roscoe Lecture Series - Andrea Leadsom","29 November 2018","https://www.gov.uk/government/speeches/roscoe-lecture-series-andrea-leadsom"
"Theresa May","Speech to AELP Annual Conference 2019","25 June 2019","https://www.gov.uk/government/speeches/speech-to-aelp-annual-conference-2019"
"Theresa May","Transforming public services through major projects","31 January 2018","https://www.gov.uk/government/speeches/transforming-public-services-through-major-projects"
"Theresa May","Amanda Spielman's speech at the Wellington Festival of Education","21 June 2018","https://www.gov.uk/government/speeches/amanda-spielmans-speech-at-the-wellington-festival-of-education"
"Theresa May","Conference for Commonwealth Education Ministers","22 February 2018","https://www.gov.uk/government/speeches/conference-for-commonwealth-education-ministers"
"Theresa May","Global Trade Review 2019 Conference keynote address, Secretary of State for International Trade","8 May 2019","https://www.gov.uk/government/speeches/global-trade-review-2019-conference-keynote-address-secretary-of-state-for-international-trade"
"Theresa May","John Glen's speech launching the Heritage Statement","5 December 2017","https://www.gov.uk/government/speeches/john-glens-speech-launching-the-heritage-statement"
"Theresa May","Economic Secretary speech to CityWeek 2019","20 May 2019","https://www.gov.uk/government/speeches/economic-secretary-speech-to-cityweek-2019"
"Theresa May","HS2 update: Phase 2a and Phase 2b","17 July 2017","https://www.gov.uk/government/speeches/hs2-update-phase-2a-and-phase-2b"
"Theresa May","UK Finance Dinner: Chancellor's speech","13 September 2017","https://www.gov.uk/government/speeches/uk-finance-dinner-chancellors-speech"
"Theresa May","Jeremy Wright's keynote speech at Viva Tech conference","16 May 2019","https://www.gov.uk/government/speeches/jeremy-wrights-keynote-speech-at-viva-tech-conference--2"
"Theresa May","The Foothills of the Digital Age","15 November 2017","https://www.gov.uk/government/speeches/the-foothills-of-the-digital-age"
"Theresa May","Chancellor of the Duchy of Lancaster speech to CYBERUK 2019 conference","25 April 2019","https://www.gov.uk/government/speeches/chancellor-of-the-duchy-of-lancaster-speech-to-cyberuk-2019-conference"
"Theresa May","Speech for London Climate Week","3 July 2019","https://www.gov.uk/government/speeches/speech-for-london-climate-week"
"Theresa May","Telegraph's Investing in Britain Forum: Chief Secretary's speech","28 February 2017","https://www.gov.uk/government/speeches/telegraphs-investing-in-britain-forum-chief-secretarys-speech"
"Theresa May","Defence Secretary keynote speech at the Land Warfare Conference 2019","4 June 2019","https://www.gov.uk/government/speeches/defence-secretary-keynote-speech-at-the-land-warfare-conference-2019"
"Theresa May","Lord McNally speaks at the Westminster Legal Policy Forum","31 January 2017","https://www.gov.uk/government/speeches/lord-mcnally-speaks-at-the-westminster-legal-policy-forum"
"Theresa May","Amanda Spielman's speech at the Sixth Form Colleges Association","14 June 2017","https://www.gov.uk/government/speeches/amanda-spielmans-speech-at-the-sixth-form-colleges-association"
"Theresa May","International Security Conference – 27 March","27 March 2017","https://www.gov.uk/government/speeches/international-security-conference-27-march"
